title,company,location,description,posted_at,source,source_url,scraped_at
Software Developer,GriyaBayar,Surabaya,Skill Requirement :1.     (mandatory) Proficient in NodeJS (Javascript as Back-end / Data processor)2.     (mandatory) Intermediate or proficient in...,2021-12-12T17:00:00Z,Jobstreet Indonesia Dataset (public snapshot),https://www.jobstreet.co.id/id/job/software-developer-3715185,2026-07-19T00:00:00Z
Data Analyst,,Jakarta Pusat,"Tugas Tanggungjawab : Bertanggung jawab dalam menganalisa dan membuat laporan sales, distributor, sales forecast, budget marketing, produktivitas...",2021-12-12T15:59:09Z,Jobstreet Indonesia Dataset (public snapshot),https://www.jobstreet.co.id/id/job/data-analyst-3718598,2026-07-19T00:00:00Z
EdTech Business Analyst,TKI,Jakarta Raya,"The KPI Institute is a leading global research institute specialized in business performance. It operates research programs in 12 practice domains,...",2021-12-12T15:47:46Z,Jobstreet Indonesia Dataset (public snapshot),https://www.jobstreet.co.id/id/job/edtech-business-analyst-1029664465,2026-07-19T00:00:00Z
Junior Software Engineer - Data,Xendit,Jakarta Raya,"Xendit provides payment infrastructure across Southeast Asia, with a focus on Indonesia and the Philippines. We process payments, power marketplaces,...",2021-12-12T15:47:20Z,Jobstreet Indonesia Dataset (public snapshot),https://www.jobstreet.co.id/id/job/junior-software-engineer-data-1029690231,2026-07-19T00:00:00Z
Software Engineer - Platform Service,Xendit,Jakarta Raya,"Xendit provides payment infrastructure across Southeast Asia, with a focus on Indonesia and the Philippines. We process payments, power marketplaces,...",2021-12-12T15:44:42Z,Jobstreet Indonesia Dataset (public snapshot),https://www.jobstreet.co.id/id/job/software-engineer-platform-service-1029875456,2026-07-19T00:00:00Z
Software Engineer - Forex,Xendit,Jakarta Raya,"Xendit provides payment infrastructure across Southeast Asia, with a focus on Indonesia and the Philippines. We process payments, power marketplaces,...",2021-12-12T15:40:10Z,Jobstreet Indonesia Dataset (public snapshot),https://www.jobstreet.co.id/id/job/software-engineer-forex-1029783281,2026-07-19T00:00:00Z
Senior Software Engineer - Forex,Xendit,Jakarta Raya,"Xendit provides payment infrastructure across Southeast Asia, with a focus on Indonesia and the Philippines. We process payments, power marketplaces,...",2021-12-12T15:40:05Z,Jobstreet Indonesia Dataset (public snapshot),https://www.jobstreet.co.id/id/job/senior-software-engineer-forex-1029783258,2026-07-19T00:00:00Z
Data Scientist Manager,Friesland Campina,Jakarta Timur,This position has objectives to improve and bring new business insight/answer by utilizing Data Science capability in order to answer business...,2021-12-12T15:35:06Z,Jobstreet Indonesia Dataset (public snapshot),https://www.jobstreet.co.id/id/job/data-scientist-manager-1029632240,2026-07-19T00:00:00Z
Full Stack Engineer (1 years exp.),Kitameraki Limited,Jakarta Selatan,Kitameraki LimitedKitameraki is a  Technology &amp; Operations consulting firm for companies across Southeast Asia.We are Passionate Consultants &amp;...,2021-12-12T15:32:33Z,Jobstreet Indonesia Dataset (public snapshot),https://www.jobstreet.co.id/id/job/full-stack-engineer-1-years-exp-1029860758,2026-07-19T00:00:00Z
Software Engineer – iOS,Quipper,Jakarta Raya,Appeal of the work Become a distributor of Wisdom Be involved and contribute to the future of Global Education! Be part of the team that wants to...,2021-12-12T15:32:00Z,Jobstreet Indonesia Dataset (public snapshot),https://www.jobstreet.co.id/id/job/software-engineer-ios-1029783216,2026-07-19T00:00:00Z
Senior Software Engineer – iOS,Quipper,Jakarta Raya,Appeal of the workAppeal of the work Become a distributor of Wisdom Be involved and contribute to the future of Global Education! Be part of the team...,2021-12-12T15:31:51Z,Jobstreet Indonesia Dataset (public snapshot),https://www.jobstreet.co.id/id/job/senior-software-engineer-ios-1029783213,2026-07-19T00:00:00Z
Full-Stack Developer Consultant,ERIA,Jakarta Raya,"BackgroundThe Regional Knowledge Centre of Marine Plastic Debris, hereafter referred to as the RKC-MPD, was established in October 2019 as part of the...",2021-12-12T15:31:32Z,Jobstreet Indonesia Dataset (public snapshot),https://www.jobstreet.co.id/id/job/full-stack-developer-consultant-1029860720,2026-07-19T00:00:00Z
Software Engineer - Billing,Xendit,Jakarta Raya,"Xendit provides payment infrastructure across Southeast Asia, with a focus on Indonesia and the Philippines. We process payments, power marketplaces,...",2021-12-12T15:31:23Z,Jobstreet Indonesia Dataset (public snapshot),https://www.jobstreet.co.id/id/job/software-engineer-billing-1029860723,2026-07-19T00:00:00Z
Software Engineer,McKinsey & Company Indonesia,Jakarta Raya,DigitalSoftware EngineerQualificationsApply NowWhat You'll Work WithYou will be based in either our Bangkok or Jakarta office as part of Build by...,2021-12-12T15:27:54Z,Jobstreet Indonesia Dataset (public snapshot),https://www.jobstreet.co.id/id/job/software-engineer-1029816968,2026-07-19T00:00:00Z
Data Analyst,Xendit,Jakarta Raya,"Xendit provides payment infrastructure across Southeast Asia, with a focus on Indonesia and the Philippines. We process payments, power marketplaces,...",2021-12-12T15:18:30Z,Jobstreet Indonesia Dataset (public snapshot),https://www.jobstreet.co.id/id/job/data-analyst-1029645211,2026-07-19T00:00:00Z
Software Engineer - Reporting,Xendit,Jakarta Raya,"Xendit provides payment infrastructure across Southeast Asia, with a focus on Indonesia and the Philippines. We process payments, power marketplaces,...",2021-12-12T15:10:11Z,Jobstreet Indonesia Dataset (public snapshot),https://www.jobstreet.co.id/id/job/software-engineer-reporting-1029806220,2026-07-19T00:00:00Z
Front End Developer,PT Juke Solusi Teknologi,Jakarta Raya,"About US: Established in 2012, PT Juke Solusi Teknologi is focusing on IT solution. During our existences in IT Business, PT Juke Solusi Teknologi has...",2021-12-12T10:29:13Z,Jobstreet Indonesia Dataset (public snapshot),https://www.jobstreet.co.id/id/job/front-end-developer-3718540,2026-07-19T00:00:00Z
Software Engineer,PT Indotama Domestik Lestari (Jakarta),Tangerang,Tugas Pokok Pekerjaan Menyusun berbagai metodologi untuk mengoptimalkan software development process agar dapat menghasilkan produk software yang...,2021-12-12T09:15:25Z,Jobstreet Indonesia Dataset (public snapshot),https://www.jobstreet.co.id/id/job/software-engineer-3718522,2026-07-19T00:00:00Z
Senior IT Business Analyst (Expert In Payment Domain),OnlinePajak,Jakarta Selatan,"About The JobIf you have the expertise in the payments domain for the role of IT Business Analyst, we want to hear from you! This role is responsible...",2021-12-12T01:00:19Z,Jobstreet Indonesia Dataset (public snapshot),https://www.jobstreet.co.id/id/job/senior-it-business-analyst-expert-in-payment-domain-9037389/origin/sg,2026-07-19T00:00:00Z
"Software Engineer, Android",PT Grab Taxi Indonesia,Indonesia,"Get to know our Team:When you're an engineer at Grab, you are part of the heart and soul of the company. Our passion is anchored in the work that we...",2021-12-11T22:33:55Z,Jobstreet Indonesia Dataset (public snapshot),https://www.jobstreet.co.id/id/job/software-engineer-android-1029882032,2026-07-19T00:00:00Z
Junior Software Developer,Savant Degrees Pte Ltd,Jakarta Raya,Junior Software Development Engineer Job DescriptionAbout Savant DegreesSavant Degrees Pte Ltd is a digital innovation studio and we’re looking for a...,2021-12-11T21:30:10Z,Jobstreet Indonesia Dataset (public snapshot),https://www.jobstreet.co.id/id/job/junior-software-developer-9056493/origin/sg,2026-07-19T00:00:00Z
Senior Frontend Software Engineer,PT. DGIT Systems Indonesia,"Bali,Jakarta Raya,Jawa Barat,Jawa Timur","We are looking for talented developers to join an experienced team of front-end engineers working on our flagship product Telflow, a multi-award...",2021-12-11T20:30:55Z,Jobstreet Indonesia Dataset (public snapshot),https://www.jobstreet.co.id/id/job/senior-frontend-software-engineer-3702370,2026-07-19T00:00:00Z
Frontend Developer,PT. YES DOK INDONESIA,Jakarta Utara,Responsibilities : Delivering a complete application Ensuring high performance on application Cooperating with the team in the process of building the...,2021-12-11T20:30:54Z,Jobstreet Indonesia Dataset (public snapshot),https://www.jobstreet.co.id/id/job/frontend-developer-3702435,2026-07-19T00:00:00Z
Full Stack Developer,PT. Planet Selancar Mandiri (Planet Surf),Badung,Requirements: Bachelor of Computer Science/Information System Minimum has one year of working experince Minimum 20 years old and maximum 30 years old...,2021-12-11T20:30:52Z,Jobstreet Indonesia Dataset (public snapshot),https://www.jobstreet.co.id/id/job/full-stack-developer-3702616,2026-07-19T00:00:00Z
Software Developer,PT Penguin Trading,Jakarta Raya,Job Description: Develop tailor made application based on development guideliness and requirements specifications. Perform in application testing for...,2021-12-11T20:00:58Z,Jobstreet Indonesia Dataset (public snapshot),https://www.jobstreet.co.id/id/job/software-developer-3702816,2026-07-19T00:00:00Z
Front End Developer,PT Asian Sigma Teknologi (SIGMATECH),Jakarta Raya,"SigmaTech is looking for joining our team with The Job Desk, Qualifications &amp; Compensation Benefit as below :Requirements: Bachelor Degree in...",2021-12-11T20:00:57Z,Jobstreet Indonesia Dataset (public snapshot),https://www.jobstreet.co.id/id/job/front-end-developer-3702927,2026-07-19T00:00:00Z
IT Software Developer,PT Ganda Saribu Utama,Binjai,Kualifikasi : Usia Minimal 22 tahun dan maksimal 35 tahun Pendidikan minimal S1 Computer Science (IT) Memiliki pengalaman di bidang yang sama minimal...,2021-12-11T20:00:54Z,Jobstreet Indonesia Dataset (public snapshot),https://www.jobstreet.co.id/id/job/it-software-developer-3703214,2026-07-19T00:00:00Z
Senior Data Scientist,PT Berlian Sistem Informasi,Jakarta Timur,"Requirements: Bachelor’s degree in Management, Information Technology, Technical or relevance major Minimum 3 years experience in the similar position...",2021-12-11T20:00:53Z,Jobstreet Indonesia Dataset (public snapshot),https://www.jobstreet.co.id/id/job/senior-data-scientist-3708138,2026-07-19T00:00:00Z
Business Analyst,PT Berlian Sistem Informasi,Jakarta Timur,Project Tasks Conduct Project Management process according to applied BSI Project Methodology based on the determined role. Proactively learn new...,2021-12-11T20:00:53Z,Jobstreet Indonesia Dataset (public snapshot),https://www.jobstreet.co.id/id/job/business-analyst-3708121,2026-07-19T00:00:00Z
Business Analyst for IT Sales/ Business Relation,PT Berlian Sistem Informasi,Jakarta Timur,"Area of ResponsibilityAs Business Relation in managing customer relationship with understanding, defining, and supporting inter-business activities of...",2021-12-11T20:00:53Z,Jobstreet Indonesia Dataset (public snapshot),https://www.jobstreet.co.id/id/job/business-analyst-for-it-sales-business-relation-3708150,2026-07-19T00:00:00Z
Senior Business Analyst,PT Berlian Sistem Informasi,Jakarta Timur,"Job Description: Manage customer relationships with understanding, defining, and supporting inter-business activities of customers in order to achieve...",2021-12-11T20:00:53Z,Jobstreet Indonesia Dataset (public snapshot),https://www.jobstreet.co.id/id/job/senior-business-analyst-3708137,2026-07-19T00:00:00Z
Business Analyst for Asset Management,PT Berlian Sistem Informasi,Jakarta Timur,"Conduct Project Management process according to applied BSI Project Methodology based on the determined role. Managing IT Asset (EUC, Hardware,...",2021-12-11T20:00:53Z,Jobstreet Indonesia Dataset (public snapshot),https://www.jobstreet.co.id/id/job/business-analyst-for-asset-management-3708143,2026-07-19T00:00:00Z
FRONT END DEVELOPER,EFJA Marketing,Jakarta Raya,"Tanggung jawab : Merubah mockup website dari gambar menjadi versi HTML Membuat event sesuai pada tampilan HTML, seperti aksi pada tombol untuk pilih...",2021-12-11T20:00:52Z,Jobstreet Indonesia Dataset (public snapshot),https://www.jobstreet.co.id/id/job/front-end-developer-3708195,2026-07-19T00:00:00Z
Frontend Developer,PT ABISHAR TECHNOLOGIES INDONESIA,Jakarta Raya,Deskripsi Pekerjaan Develop application Bugs and Fixed application Enhancement application Requirement : Candidate must possess at least Diploma or...,2021-12-11T20:00:51Z,Jobstreet Indonesia Dataset (public snapshot),https://www.jobstreet.co.id/id/job/frontend-developer-3708233,2026-07-19T00:00:00Z
React Redux Frontend Developer Programmer Engineer,PT Qoin Digital Indonesia,Jakarta Timur,"Job Description Get involved in a team of web applications, web sites, web commerce projects development. Analyze application requirements and comply...",2021-12-11T20:00:51Z,Jobstreet Indonesia Dataset (public snapshot),https://www.jobstreet.co.id/id/job/react-redux-frontend-developer-programmer-engineer-3708326,2026-07-19T00:00:00Z
Golang / .NET Core Backend Developer Programmer Software Engineer,PT Qoin Digital Indonesia,Jakarta Timur,"Job Description Get involved in a team of web applications, web sites, web commerce projects development. Analyze application requirements and comply...",2021-12-11T20:00:50Z,Jobstreet Indonesia Dataset (public snapshot),https://www.jobstreet.co.id/id/job/golang-net-core-backend-developer-programmer-software-engineer-3708345,2026-07-19T00:00:00Z
Software Engineer,PT CIMB Niaga Tbk,Tangerang,"Mengerjakan dan melakukan maintenance terhadap proses development aplikasi yang kompleks, mengembangkan aplikasi/coding, dan melakukan pengujian...",2021-12-11T20:00:48Z,Jobstreet Indonesia Dataset (public snapshot),https://www.jobstreet.co.id/id/job/software-engineer-3708544,2026-07-19T00:00:00Z
Junior Business Analyst,PT Ksatria Medical Solution,Bali,We are looking for a junior business analyst to assist us in developing and supporting our web-based hospital information system.  Responsibilities: ...,2021-12-11T20:00:47Z,Jobstreet Indonesia Dataset (public snapshot),https://www.jobstreet.co.id/id/job/junior-business-analyst-3708729,2026-07-19T00:00:00Z
Backend Engineer,PT. Majoo Teknologi Indonesia,Malang,"DescriptionAn experienced Backend Engineer with strong ability to work as a team. Responsible to design and develop highly reliable, fault-tolerant...",2021-12-11T20:00:47Z,Jobstreet Indonesia Dataset (public snapshot),https://www.jobstreet.co.id/id/job/backend-engineer-3708725,2026-07-19T00:00:00Z
Frontend Engineer,PT. Majoo Teknologi Indonesia,Malang,DescriptionAn experienced Front End Engineer with strong ability to collaborate as a team with other members. Responsible to develop and maintain user...,2021-12-11T20:00:46Z,Jobstreet Indonesia Dataset (public snapshot),https://www.jobstreet.co.id/id/job/frontend-engineer-3708742,2026-07-19T00:00:00Z
Full Stack Developer,PT. Majoo Teknologi Indonesia,Malang,"DescriptionAt Majoo, as a Full Stack Engineer, you will fully end-to-end developing (design, implementation, automated testing, and deploying) and...",2021-12-11T20:00:46Z,Jobstreet Indonesia Dataset (public snapshot),https://www.jobstreet.co.id/id/job/full-stack-developer-3708763,2026-07-19T00:00:00Z
Business Analyst,PT Paramadaksa Teknologi Nusantara,Tangerang,Kami sedang merancang dan mengembangkan aplikasi baru yang inovatif terkait dengan sektor ritel tradisional Indonesia. Digitalisasi sektor ini...,2021-12-11T20:00:46Z,Jobstreet Indonesia Dataset (public snapshot),https://www.jobstreet.co.id/id/job/business-analyst-3708815,2026-07-19T00:00:00Z
Backend Developer (NodeJS),PT. Skyshi Digital Indonesia,Sleman,"If you are Backend Developer looking for building software with quality and standards, Skyshi is the right place. Our goal is to make engineers...",2021-12-11T20:00:45Z,Jobstreet Indonesia Dataset (public snapshot),https://www.jobstreet.co.id/id/job/backend-developer-nodejs-3708931,2026-07-19T00:00:00Z
Python Backend Developer,PT Swamedia Informatika,Bandung,Job Description: A back-end web developer is responsible for server-side web application logic and integration of the work front-end web developers...,2021-12-11T20:00:44Z,Jobstreet Indonesia Dataset (public snapshot),https://www.jobstreet.co.id/id/job/python-backend-developer-3708990,2026-07-19T00:00:00Z
Software Engineer,PT Indomobil Finance Indonesia,Jakarta Raya,Kualifikasi: IPK minimal 2.75 Kandidat harus memiliki setidaknya Gelar Sarjana di Ilmu Komputer/Teknologi Informasi/ Sistem Informasi atau setara...,2021-12-11T20:00:43Z,Jobstreet Indonesia Dataset (public snapshot),https://www.jobstreet.co.id/id/job/software-engineer-3709047,2026-07-19T00:00:00Z
FRONT END DEVELOPER,PT Arkadia Media Nusantara (Suara.com),"Jakarta Raya,Yogyakarta","Minimal D3/S1 dari jurusan Teknik Informatika, Ilmu Komputer dan sejenisnya Paham prinsip ilmu desain dan punya pengalaman dengan aplikasi design...",2021-12-11T20:00:41Z,Jobstreet Indonesia Dataset (public snapshot),https://www.jobstreet.co.id/id/job/front-end-developer-3709216,2026-07-19T00:00:00Z
Senior Business Analyst - Custodian,PT CIMB Niaga Tbk,Tangerang,Job Description:  Analyzing &amp; aligning Custodian business requirement with IT system/applications Building strong communication with Business Unit...,2021-12-11T20:00:41Z,Jobstreet Indonesia Dataset (public snapshot),https://www.jobstreet.co.id/id/job/senior-business-analyst-custodian-3709218,2026-07-19T00:00:00Z
Business Analyst F&B,PT. Variasi Rasa Indonesia,Jakarta Barat,Kualifikasi: Pendidikan minimal S1 bisnis/marketing Memiliki kemampuan analisis yang baik Memiliki pengalaman kerja sebagai di bagian Sales/Marketing...,2021-12-11T20:00:40Z,Jobstreet Indonesia Dataset (public snapshot),https://www.jobstreet.co.id/id/job/business-analyst-f-b-3709283,2026-07-19T00:00:00Z
Custody Business Analyst,PT CIMB Niaga Tbk,Tangerang,Analyzing &amp; aligning Custodian business requirement with IT system/applications Building strong communication with Business Unit to optimize...,2021-12-11T20:00:40Z,Jobstreet Indonesia Dataset (public snapshot),https://www.jobstreet.co.id/id/job/custody-business-analyst-3709250,2026-07-19T00:00:00Z
Fullstack Developer,PT. HTC Global Software Services,Jakarta Raya,Job Responsibilities Translate user requirements into the overall architecture and implementation of new systems Write backend code and optimize front...,2021-12-11T20:00:38Z,Jobstreet Indonesia Dataset (public snapshot),https://www.jobstreet.co.id/id/job/fullstack-developer-3709380,2026-07-19T00:00:00Z
Software Developer,Starvision Information Technology Sdn Bhd,Kota Damansara,We are hiring Software Developer who will be involve in full cycle of SDLC.How this career will benefit you? You will be remunerated with Good Basic...,2021-12-11T19:01:01Z,Jobstreet Indonesia Dataset (public snapshot),https://www.jobstreet.co.id/id/job/software-developer-4742683/origin/my,2026-07-19T00:00:00Z
Backend Developer,Ngopibareng.ID,Surabaya,Kami membuka lowongan pekerjaan untuk posisi Backend Developer dengan persyaratan sebagai berikut: Maksimal usia 30 tahun Pendidikan maksimal D3/S1...,2021-12-11T15:12:42Z,Jobstreet Indonesia Dataset (public snapshot),https://www.jobstreet.co.id/id/job/backend-developer-3718444,2026-07-19T00:00:00Z
Senior Data Scientist (Analytics),PT Grab Taxi Indonesia,Indonesia,Get to know our Team:GrabWheels is Grab’s Electric Vehicle rental business. It is a critical enabler of Grab’s vision to accelerate scale-up of...,2021-12-10T22:33:55Z,Jobstreet Indonesia Dataset (public snapshot),https://www.jobstreet.co.id/id/job/senior-data-scientist-analytics-1029875497,2026-07-19T00:00:00Z
Instructor - Front End Developer,PT Ruang Raya Indonesia (Jakarta),Sulawesi Tenggara,Ruangguru is a tech-enabled education company that provides a one-stop learning experience for students to have better access to quality content and...,2021-12-10T22:33:55Z,Jobstreet Indonesia Dataset (public snapshot),https://www.jobstreet.co.id/id/job/instructor-front-end-developer-1029875504,2026-07-19T00:00:00Z
RnD Senior Software Engineer,PT Formulatrix Indonesia,"Salatiga,Semarang,Bandung",Job Description: Understand best coding practices and designing thoughtful coding patterns. Analyze problems and propose/implement solutions....,2021-12-10T20:30:52Z,Jobstreet Indonesia Dataset (public snapshot),https://www.jobstreet.co.id/id/job/rnd-senior-software-engineer-3701148,2026-07-19T00:00:00Z
Senior Front End Developer,PT Nityo Infotech,Jakarta Selatan,Requirements:- Minimum a Bachelor Degree (S1) majoring in Computer Science or equivalent.- Minimum 4 year of experience as Front-End Developer-...,2021-12-10T20:01:08Z,Jobstreet Indonesia Dataset (public snapshot),https://www.jobstreet.co.id/id/job/senior-front-end-developer-3701306,2026-07-19T00:00:00Z
Business Analyst (Odoo),PT NUSANTARA SUKSES TEKNOLOGI,Jakarta Selatan,Requirement:- Having a good logical understanding to resolve complicated problems- Rich knowledge in all industry domains- Powerful communication...,2021-12-10T20:00:59Z,Jobstreet Indonesia Dataset (public snapshot),https://www.jobstreet.co.id/id/job/business-analyst-odoo-3706706,2026-07-19T00:00:00Z
Fullstack Developer,PT Indo Teknologi Cemerlang,Jakarta Barat,We are currently looking for a Fullstack Developer with the following qualifications :  Candidate must possess at least Bachelor's Degree in Computer...,2021-12-10T20:00:57Z,Jobstreet Indonesia Dataset (public snapshot),https://www.jobstreet.co.id/id/job/fullstack-developer-3706790,2026-07-19T00:00:00Z
Senior Software Developer (Backend),XCIDIC PTE LTD,Jakarta Selatan,"We are looking for coders who loves coding and appreciate the wonders that lines of codes can conjure. You must have the passion to solve problems,...",2021-12-10T20:00:55Z,Jobstreet Indonesia Dataset (public snapshot),https://www.jobstreet.co.id/id/job/senior-software-developer-backend-3706844,2026-07-19T00:00:00Z
PHP Full Stack Developer,PT Asian Sigma Teknologi (SIGMATECH),Jakarta Barat,"SigmaTech is looking for joining our team with The Job Desk, Qualifications &amp; Compensation Benefit as below :Requirements: Required Skill(s): PHP,...",2021-12-10T20:00:55Z,Jobstreet Indonesia Dataset (public snapshot),https://www.jobstreet.co.id/id/job/php-full-stack-developer-3706838,2026-07-19T00:00:00Z
Backend Developer,Badan Wakaf Al-Quran,Jakarta Selatan,"Kualifikasi1. Usia 25-35 Tahun, dengan Pengalaman minimal 1-2 tahun 2. Lulusan D3/S1 Teknik Informatika / Sistem Informasi / Manajemen Informatika3....",2021-12-10T20:00:54Z,Jobstreet Indonesia Dataset (public snapshot),https://www.jobstreet.co.id/id/job/backend-developer-3706895,2026-07-19T00:00:00Z
Web Front End Developer,PT Mitra Informatika,Surabaya,About Mitra InformatikaMitra Informatika is an IT company based in Surabaya that positioning itself to become the market leader in providing...,2021-12-10T20:00:54Z,Jobstreet Indonesia Dataset (public snapshot),https://www.jobstreet.co.id/id/job/web-front-end-developer-3706904,2026-07-19T00:00:00Z
Data Analyst (MIS),PT PEPPER SERVICES INDONESIA,Jakarta Selatan,Job Description: Creating data architecture for each of the projects Managing reporting requirement timely with accurate delivery Creating dashboard...,2021-12-10T20:00:52Z,Jobstreet Indonesia Dataset (public snapshot),https://www.jobstreet.co.id/id/job/data-analyst-mis-3706967,2026-07-19T00:00:00Z
Senior Software Engineer (Manage Service),PT Aku Pasti Bisa,Jakarta Utara,A bit about usWe are a growing team based in Sunter – North Jakarta. Our target and existing clients are from local and international companies and...,2021-12-10T20:00:49Z,Jobstreet Indonesia Dataset (public snapshot),https://www.jobstreet.co.id/id/job/senior-software-engineer-manage-service-3707116,2026-07-19T00:00:00Z
Senior Software Engineer,PT Aku Pasti Bisa,Jakarta Utara,A bit about usWe are a growing team that bases on Sunter – North Jakarta. Our target and existing clients are from local and international (AU and US)...,2021-12-10T20:00:49Z,Jobstreet Indonesia Dataset (public snapshot),https://www.jobstreet.co.id/id/job/senior-software-engineer-3707118,2026-07-19T00:00:00Z
Software Developer Mobile,PT Metropolitan Land Tbk,Bekasi,"Job Scope: Identify and document requirements, analyze and resolve with strategic solutions Development, implementation, deployment, training, testing...",2021-12-10T20:00:48Z,Jobstreet Indonesia Dataset (public snapshot),https://www.jobstreet.co.id/id/job/software-developer-mobile-3707176,2026-07-19T00:00:00Z
FULL STACK DEVELOPER (PHP PROGRAMMER),PT Total Solusi Teknologi,Jakarta Raya,"Kami sedang mencari seorang Developer FULL STACK. Anda akan bekerja bersama developer lain, berkolaborasi di berbagai lapisan infrastruktur untuk tim...",2021-12-10T20:00:48Z,Jobstreet Indonesia Dataset (public snapshot),https://www.jobstreet.co.id/id/job/full-stack-developer-php-programmer-3707234,2026-07-19T00:00:00Z
IT BUSINESS ANALYST,PT Prawathiya Karsa Pradiptha,Jakarta Raya,"Job description : Gathering requirement from user / client Create Mock Up Design (Ex. Using Ms Visio, etc) Create flowchart of system (Ex. Using Ms....",2021-12-10T20:00:46Z,Jobstreet Indonesia Dataset (public snapshot),https://www.jobstreet.co.id/id/job/it-business-analyst-3707346,2026-07-19T00:00:00Z
Full Stack Engineer,"PT. Sreeya Sewu Indonesia, Tbk",Bogor,"Requirement Candidate must possess at least a Bachelor's Degree, majoring IT, computer engineering, information systems Mastering programming...",2021-12-10T20:00:41Z,Jobstreet Indonesia Dataset (public snapshot),https://www.jobstreet.co.id/id/job/full-stack-engineer-3707595,2026-07-19T00:00:00Z
IT Software Developer,PT Avows Technologies,Jakarta Raya,Persyaratan:  Lulusan diploma/sarjana dari program studi Ilmu Komputer Pengalaman minimal 2 tahun bekerja sebagai Developer Terbiasa menggunakan...,2021-12-10T20:00:38Z,Jobstreet Indonesia Dataset (public snapshot),https://www.jobstreet.co.id/id/job/it-software-developer-3707771,2026-07-19T00:00:00Z
Front End Developer,PT Airmas Perkasa,Jakarta Barat,"Responsibilities  Participate in the entire application lifecycle, focusing on coding and debugging Write clean code to develop functional mobile...",2021-12-10T20:00:36Z,Jobstreet Indonesia Dataset (public snapshot),https://www.jobstreet.co.id/id/job/front-end-developer-3707874,2026-07-19T00:00:00Z
Frontend Developer,PT Indo Teknologi Cemerlang,Jakarta Barat,We are currently looking for a Front-End Developer with the following qualifications.  Skill : Candidate must possess at least Bachelor's Degree in...,2021-12-10T20:00:34Z,Jobstreet Indonesia Dataset (public snapshot),https://www.jobstreet.co.id/id/job/frontend-developer-3707973,2026-07-19T00:00:00Z
IT Business Analyst - IT System Analyst,PT Kamoro Maxima Integra,Jakarta Raya,"Conduct business and user requirement analysis. Gain / maintain an in-depth knowledge of business functions. Investigate, evaluate and report...",2021-12-10T17:00:00Z,Jobstreet Indonesia Dataset (public snapshot),https://www.jobstreet.co.id/id/job/it-business-analyst-it-system-analyst-3715772,2026-07-19T00:00:00Z
Data Analyst,Yayasan Bina Nusantara,Jakarta Barat,Job Descriptions: Support daily data request from stakeholder Analyze user requirement need in data and provide accurate report and data Ensure the...,2021-12-10T17:00:00Z,Jobstreet Indonesia Dataset (public snapshot),https://www.jobstreet.co.id/id/job/data-analyst-3718150,2026-07-19T00:00:00Z
Software Engineer Intern,PT Andiarta Muzizat,Jakarta Raya,"Jakarta, Indonesia /Tech – Engineering /InternshipNinja Van is a late-stage logtech startup that is disrupting a massive industry with innovation and...",2021-12-10T15:44:50Z,Jobstreet Indonesia Dataset (public snapshot),https://www.jobstreet.co.id/id/job/software-engineer-intern-1029677070,2026-07-19T00:00:00Z
Business Analyst,PT Metrodata Electronics Tbk,Jakarta Barat,Qualification: Able to work as team player and have good communication skill. +- 2 years development as business analyst. Strong knowledge in writing...,2021-12-10T15:42:06Z,Jobstreet Indonesia Dataset (public snapshot),https://www.jobstreet.co.id/id/job/business-analyst-1029768127,2026-07-19T00:00:00Z
Data Scientist,PT Metrodata Electronics Tbk,Jakarta Barat,Technical ConsultantJob DescriptionThe roles and responsibilities for this position are: Develop data science model using various machine learning...,2021-12-10T15:41:47Z,Jobstreet Indonesia Dataset (public snapshot),https://www.jobstreet.co.id/id/job/data-scientist-1029690246,2026-07-19T00:00:00Z
Consultant - Business Analyst (Agile) - ID,Imelda & Rekan,Jakarta Raya,"At Deloitte, we offer a unique and exceptional career experience to inspire and empower talents like you to make an impact that matters for our...",2021-12-10T15:36:32Z,Jobstreet Indonesia Dataset (public snapshot),https://www.jobstreet.co.id/id/job/consultant-business-analyst-agile-id-1029658045,2026-07-19T00:00:00Z
IT BUSINESS ANALYST,PT Kwadran Lima Mitra Kaya Solusi,Jawa Barat,"Requirement:- Minimum 2 years of experience as business analyst- GPA minimum 3,00 from reputable university- Preferable have general insurance...",2021-12-10T15:30:49Z,Jobstreet Indonesia Dataset (public snapshot),https://www.jobstreet.co.id/id/job/it-business-analyst-1029860793,2026-07-19T00:00:00Z
IT Business Analyst,PT Nutrifood Indonesia,Jakarta Raya,"IT Business Analyst S1 jurusan Teknik Informatika/Sistem Informasi/Teknik Industri, dengan IPK min. 3.00 Tekun, teliti, sistematis, dan cekatan...",2021-12-10T15:29:35Z,Jobstreet Indonesia Dataset (public snapshot),https://www.jobstreet.co.id/id/job/it-business-analyst-1029860731,2026-07-19T00:00:00Z
Fullstack Developer,PT Web Media Technology Indonesia,"Jawa Tengah,Jawa Barat,Jawa Timur,Bali,Sumatera Utara","We are Niagahoster, a tech company based in Yogyakarta that provides web-hosting services. To make Niagahoster web and products are packed with...",2021-12-10T10:33:28Z,Jobstreet Indonesia Dataset (public snapshot),https://www.jobstreet.co.id/id/job/fullstack-developer-3718021,2026-07-19T00:00:00Z
